,temperature
2010-05-09 13:40:00,597.3333333333334
2010-05-09 13:45:00,598.0
2010-05-09 13:50:00,598.6666666666666
2010-05-09 13:55:00,599.3333333333334
2010-05-09 14:00:00,600.0
2010-05-09 14:05:00,600.4166666666666
2010-05-09 14:10:00,600.8333333333334
2010-05-09 14:15:00,601.25
2010-05-09 14:20:00,601.6666666666666
2010-05-09 14:25:00,602.0833333333334
2010-05-09 14:30:00,602.5
2010-05-09 14:35:00,602.9166666666666
2010-05-09 14:40:00,603.3333333333334
2010-05-09 14:45:00,603.75
2010-05-09 14:50:00,604.1666666666666
2010-05-09 14:55:00,604.5833333333334
2010-05-09 15:00:00,605.0
2010-05-09 15:05:00,605.0
2010-05-09 15:10:00,605.0
2010-05-09 15:15:00,605.0
2010-05-09 15:20:00,605.0
2010-05-09 15:25:00,605.0
2010-05-09 15:30:00,605.0
2010-05-09 15:35:00,605.0
2010-05-09 15:40:00,605.0
2010-05-09 15:45:00,605.0
2010-05-09 15:50:00,605.0
2010-05-09 15:55:00,605.0
2010-05-09 16:00:00,605.0
2010-05-09 16:05:00,604.5
2010-05-09 16:10:00,604.0
2010-05-09 16:15:00,603.5
2010-05-09 16:20:00,603.0
2010-05-09 16:25:00,602.5
2010-05-09 16:30:00,602.0
2010-05-09 16:35:00,601.5
2010-05-09 16:40:00,601.0
2010-05-09 16:45:00,600.5
2010-05-09 16:50:00,600.0
2010-05-09 16:55:00,599.5
2010-05-09 17:00:00,599.0
2010-05-09 17:05:00,597.8333333333334
2010-05-09 17:10:00,596.6666666666666
2010-05-09 17:15:00,595.5
2010-05-09 17:20:00,594.3333333333334
2010-05-09 17:25:00,593.1666666666666
2010-05-09 17:30:00,592.0
2010-05-09 17:35:00,590.8333333333334
2010-05-09 17:40:00,589.6666666666666
2010-05-09 17:45:00,588.5
2010-05-09 17:50:00,587.3333333333334
2010-05-09 17:55:00,586.1666666666666
2010-05-09 18:00:00,585.0
2010-05-09 18:05:00,583.25
2010-05-09 18:10:00,581.5
2010-05-09 18:15:00,579.75
2010-05-09 18:20:00,578.0
2010-05-09 18:25:00,576.25
2010-05-09 18:30:00,574.5
2010-05-09 18:35:00,572.75
2010-05-09 18:40:00,571.0
2010-05-09 18:45:00,569.25
2010-05-09 18:50:00,567.5
2010-05-09 18:55:00,565.75
2010-05-09 19:00:00,564.0
2010-05-09 19:05:00,562.0833333333334
2010-05-09 19:10:00,560.1666666666666
2010-05-09 19:15:00,558.25
2010-05-09 19:20:00,556.3333333333334
2010-05-09 19:25:00,554.4166666666666
2010-05-09 19:30:00,552.5
2010-05-09 19:35:00,550.5833333333334
2010-05-09 19:40:00,548.6666666666666
2010-05-09 19:45:00,546.75
2010-05-09 19:50:00,544.8333333333334
2010-05-09 19:55:00,542.9166666666666
2010-05-09 20:00:00,541.0
2010-05-09 20:05:00,539.9166666666666
2010-05-09 20:10:00,538.8333333333334
2010-05-09 20:15:00,537.75
2010-05-09 20:20:00,536.6666666666666
2010-05-09 20:25:00,535.5833333333334
2010-05-09 20:30:00,534.5
2010-05-09 20:35:00,533.4166666666666
2010-05-09 20:40:00,532.3333333333334
2010-05-09 20:45:00,531.25
2010-05-09 20:50:00,530.1666666666666
2010-05-09 20:55:00,529.0833333333334
2010-05-09 21:00:00,528.0
2010-05-09 21:05:00,527.1666666666666
2010-05-09 21:10:00,526.3333333333334
2010-05-09 21:15:00,525.5
2010-05-09 21:20:00,524.6666666666666
2010-05-09 21:25:00,523.8333333333334
2010-05-09 21:30:00,523.0
2010-05-09 21:35:00,522.1666666666666
2010-05-09 21:40:00,521.3333333333334
2010-05-09 21:45:00,520.5
2010-05-09 21:50:00,519.6666666666666
2010-05-09 21:55:00,518.8333333333334
2010-05-09 22:00:00,518.0
2010-05-09 22:05:00,517.1666666666666
2010-05-09 22:10:00,516.3333333333334
2010-05-09 22:15:00,515.5
2010-05-09 22:20:00,514.6666666666666
2010-05-09 22:25:00,513.8333333333334
2010-05-09 22:30:00,513.0
2010-05-09 22:35:00,512.1666666666666
2010-05-09 22:40:00,511.3333333333333
2010-05-09 22:45:00,510.5
2010-05-09 22:50:00,509.6666666666667
2010-05-09 22:55:00,508.8333333333333
2010-05-09 23:00:00,508.0
2010-05-09 23:05:00,507.3333333333333
2010-05-09 23:10:00,506.6666666666667
2010-05-09 23:15:00,506.0
2010-05-09 23:20:00,505.3333333333333
2010-05-09 23:25:00,504.6666666666667
2010-05-09 23:30:00,504.0
2010-05-09 23:35:00,503.3333333333333
2010-05-09 23:40:00,502.6666666666667
2010-05-09 23:45:00,502.0
2010-05-09 23:50:00,501.3333333333333
2010-05-09 23:55:00,500.6666666666667
2010-05-10 00:00:00,500.0
2010-05-10 00:05:00,499.3333333333333
2010-05-10 00:10:00,498.6666666666667
2010-05-10 00:15:00,498.0
2010-05-10 00:20:00,497.3333333333333
2010-05-10 00:25:00,496.6666666666667
2010-05-10 00:30:00,496.0
2010-05-10 00:35:00,495.3333333333333
2010-05-10 00:40:00,494.6666666666667
2010-05-10 00:45:00,494.0
2010-05-10 00:50:00,493.3333333333333
2010-05-10 00:55:00,492.6666666666667
2010-05-10 01:00:00,492.0
2010-05-10 01:05:00,491.5
2010-05-10 01:10:00,491.0
2010-05-10 01:15:00,490.5
2010-05-10 01:20:00,490.0
2010-05-10 01:25:00,489.5
2010-05-10 01:30:00,489.0
2010-05-10 01:35:00,488.5
2010-05-10 01:40:00,488.0
2010-05-10 01:45:00,487.5
2010-05-10 01:50:00,487.0
2010-05-10 01:55:00,486.5
2010-05-10 02:00:00,486.0
2010-05-10 02:05:00,485.5
2010-05-10 02:10:00,485.0
2010-05-10 02:15:00,484.5
2010-05-10 02:20:00,484.0
2010-05-10 02:25:00,483.5
2010-05-10 02:30:00,483.0
2010-05-10 02:35:00,482.5
2010-05-10 02:40:00,482.0
2010-05-10 02:45:00,481.5
2010-05-10 02:50:00,481.0
2010-05-10 02:55:00,480.5
2010-05-10 03:00:00,480.0
2010-05-10 03:05:00,479.5833333333333
2010-05-10 03:10:00,479.1666666666667
2010-05-10 03:15:00,478.75
2010-05-10 03:20:00,478.3333333333333
2010-05-10 03:25:00,477.9166666666667
2010-05-10 03:30:00,477.5
2010-05-10 03:35:00,477.0833333333333
2010-05-10 03:40:00,476.6666666666667
2010-05-10 03:45:00,476.25
2010-05-10 03:50:00,475.8333333333333
2010-05-10 03:55:00,475.4166666666667
2010-05-10 04:00:00,475.0
2010-05-10 04:05:00,474.8333333333333
2010-05-10 04:10:00,474.6666666666667
2010-05-10 04:15:00,474.5
2010-05-10 04:20:00,474.3333333333333
2010-05-10 04:25:00,474.1666666666667
2010-05-10 04:30:00,474.0
2010-05-10 04:35:00,473.8333333333333
2010-05-10 04:40:00,473.6666666666667
2010-05-10 04:45:00,473.5
2010-05-10 04:50:00,473.3333333333333
2010-05-10 04:55:00,473.1666666666667
2010-05-10 05:00:00,473.0
2010-05-10 05:05:00,473.6666666666667
2010-05-10 05:10:00,474.3333333333333
2010-05-10 05:15:00,475.0
2010-05-10 05:20:00,475.6666666666667
2010-05-10 05:25:00,476.3333333333333
2010-05-10 05:30:00,477.0
2010-05-10 05:35:00,477.6666666666667
2010-05-10 05:40:00,478.3333333333333
2010-05-10 05:45:00,479.0
2010-05-10 05:50:00,479.6666666666667
2010-05-10 05:55:00,480.3333333333333
2010-05-10 06:00:00,481.0
2010-05-10 06:05:00,482.25
2010-05-10 06:10:00,483.5
2010-05-10 06:15:00,484.75
2010-05-10 06:20:00,486.0
2010-05-10 06:25:00,487.25
2010-05-10 06:30:00,488.5
2010-05-10 06:35:00,489.75
2010-05-10 06:40:00,491.0
2010-05-10 06:45:00,492.25
2010-05-10 06:50:00,493.5
2010-05-10 06:55:00,494.75
2010-05-10 07:00:00,496.0
2010-05-10 07:05:00,497.4166666666667
2010-05-10 07:10:00,498.8333333333333
2010-05-10 07:15:00,500.25
2010-05-10 07:20:00,501.6666666666667
2010-05-10 07:25:00,503.0833333333333
2010-05-10 07:30:00,504.5
2010-05-10 07:35:00,505.9166666666667
2010-05-10 07:40:00,507.3333333333333
2010-05-10 07:45:00,508.75
2010-05-10 07:50:00,510.1666666666667
2010-05-10 07:55:00,511.5833333333333
2010-05-10 08:00:00,513.0
2010-05-10 08:05:00,514.5
2010-05-10 08:10:00,516.0
2010-05-10 08:15:00,517.5
2010-05-10 08:20:00,519.0
2010-05-10 08:25:00,520.5
2010-05-10 08:30:00,522.0
2010-05-10 08:35:00,523.5
2010-05-10 08:40:00,525.0
2010-05-10 08:45:00,526.5
2010-05-10 08:50:00,528.0
2010-05-10 08:55:00,529.5
2010-05-10 09:00:00,531.0
2010-05-10 09:05:00,532.5833333333334
2010-05-10 09:10:00,534.1666666666666
2010-05-10 09:15:00,535.75
2010-05-10 09:20:00,537.3333333333334
2010-05-10 09:25:00,538.9166666666666
2010-05-10 09:30:00,540.5
2010-05-10 09:35:00,542.0833333333334
2010-05-10 09:40:00,543.6666666666666
2010-05-10 09:45:00,545.25
2010-05-10 09:50:00,546.8333333333334
2010-05-10 09:55:00,548.4166666666666
2010-05-10 10:00:00,550.0
2010-05-10 10:05:00,551.4166666666666
2010-05-10 10:10:00,552.8333333333334
2010-05-10 10:15:00,554.25
2010-05-10 10:20:00,555.6666666666666
2010-05-10 10:25:00,557.0833333333334
2010-05-10 10:30:00,558.5
2010-05-10 10:35:00,559.9166666666666
2010-05-10 10:40:00,561.3333333333334
2010-05-10 10:45:00,562.75
2010-05-10 10:50:00,564.1666666666666
2010-05-10 10:55:00,565.5833333333334
2010-05-10 11:00:00,567.0
2010-05-10 11:05:00,568.1666666666666
2010-05-10 11:10:00,569.3333333333334
2010-05-10 11:15:00,570.5
2010-05-10 11:20:00,571.6666666666666
2010-05-10 11:25:00,572.8333333333334
2010-05-10 11:30:00,574.0
2010-05-10 11:35:00,575.1666666666666
2010-05-10 11:40:00,576.3333333333334
2010-05-10 11:45:00,577.5
2010-05-10 11:50:00,578.6666666666666
2010-05-10 11:55:00,579.8333333333334
2010-05-10 12:00:00,581.0
2010-05-10 12:05:00,582.1666666666666
2010-05-10 12:10:00,583.3333333333334
2010-05-10 12:15:00,584.5
2010-05-10 12:20:00,585.6666666666666
2010-05-10 12:25:00,586.8333333333334
2010-05-10 12:30:00,588.0
2010-05-10 12:35:00,589.1666666666666
2010-05-10 12:40:00,590.3333333333334
2010-05-10 12:45:00,591.5
2010-05-10 12:50:00,592.6666666666666
2010-05-10 12:55:00,593.8333333333334
2010-05-10 13:00:00,595.0
2010-05-10 13:05:00,595.6666666666666
2010-05-10 13:10:00,596.3333333333334
2010-05-10 13:15:00,597.0
2010-05-10 13:20:00,597.6666666666666
2010-05-10 13:25:00,598.3333333333334
2010-05-10 13:30:00,599.0
2010-05-10 13:35:00,599.6666666666666
2010-05-10 13:40:00,600.3333333333334
2010-05-10 13:45:00,601.0
2010-05-10 13:50:00,601.6666666666666
2010-05-10 13:55:00,602.3333333333334
2010-05-10 14:00:00,603.0
2010-05-10 14:05:00,603.4166666666666
2010-05-10 14:10:00,603.8333333333334
2010-05-10 14:15:00,604.25
2010-05-10 14:20:00,604.6666666666666
2010-05-10 14:25:00,605.0833333333334
2010-05-10 14:30:00,605.5
2010-05-10 14:35:00,605.9166666666666
2010-05-10 14:40:00,606.3333333333334
2010-05-10 14:45:00,606.75
2010-05-10 14:50:00,607.1666666666666
2010-05-10 14:55:00,607.5833333333334
2010-05-10 15:00:00,608.0
2010-05-10 15:05:00,608.0
2010-05-10 15:10:00,608.0
2010-05-10 15:15:00,608.0
2010-05-10 15:20:00,608.0
2010-05-10 15:25:00,608.0
2010-05-10 15:30:00,608.0
2010-05-10 15:35:00,608.0
2010-05-10 15:40:00,608.0
2010-05-10 15:45:00,608.0
2010-05-10 15:50:00,608.0
2010-05-10 15:55:00,608.0
2010-05-10 16:00:00,608.0
2010-05-10 16:05:00,607.5
2010-05-10 16:10:00,607.0
2010-05-10 16:15:00,606.5
2010-05-10 16:20:00,606.0
2010-05-10 16:25:00,605.5
2010-05-10 16:30:00,605.0
2010-05-10 16:35:00,604.5
2010-05-10 16:40:00,604.0
2010-05-10 16:45:00,603.5
2010-05-10 16:50:00,603.0
2010-05-10 16:55:00,602.5
2010-05-10 17:00:00,602.0
2010-05-10 17:05:00,600.8333333333334
2010-05-10 17:10:00,599.6666666666666
2010-05-10 17:15:00,598.5
2010-05-10 17:20:00,597.3333333333334
2010-05-10 17:25:00,596.1666666666666
2010-05-10 17:30:00,595.0
2010-05-10 17:35:00,593.8333333333334
2010-05-10 17:40:00,592.6666666666666
2010-05-10 17:45:00,591.5
2010-05-10 17:50:00,590.3333333333334
2010-05-10 17:55:00,589.1666666666666
2010-05-10 18:00:00,588.0
2010-05-10 18:05:00,586.25
2010-05-10 18:10:00,584.5
2010-05-10 18:15:00,582.75
2010-05-10 18:20:00,581.0
2010-05-10 18:25:00,579.25
2010-05-10 18:30:00,577.5
2010-05-10 18:35:00,575.75
2010-05-10 18:40:00,574.0
2010-05-10 18:45:00,572.25
2010-05-10 18:50:00,570.5
2010-05-10 18:55:00,568.75
2010-05-10 19:00:00,567.0
2010-05-10 19:05:00,565.0833333333334
2010-05-10 19:10:00,563.1666666666666
2010-05-10 19:15:00,561.25
2010-05-10 19:20:00,559.3333333333334
2010-05-10 19:25:00,557.4166666666666
2010-05-10 19:30:00,555.5
2010-05-10 19:35:00,553.5833333333334
2010-05-10 19:40:00,551.6666666666666
2010-05-10 19:45:00,549.75
2010-05-10 19:50:00,547.8333333333334
2010-05-10 19:55:00,545.9166666666666
2010-05-10 20:00:00,544.0
2010-05-10 20:05:00,542.9166666666666
2010-05-10 20:10:00,541.8333333333334
2010-05-10 20:15:00,540.75
2010-05-10 20:20:00,539.6666666666666
2010-05-10 20:25:00,538.5833333333334
2010-05-10 20:30:00,537.5
2010-05-10 20:35:00,536.4166666666666
2010-05-10 20:40:00,535.3333333333334
2010-05-10 20:45:00,534.25
2010-05-10 20:50:00,533.1666666666666
2010-05-10 20:55:00,532.0833333333334
2010-05-10 21:00:00,531.0
2010-05-10 21:05:00,530.1666666666666
2010-05-10 21:10:00,529.3333333333334
2010-05-10 21:15:00,528.5
2010-05-10 21:20:00,527.6666666666666
2010-05-10 21:25:00,526.8333333333334
2010-05-10 21:30:00,526.0
2010-05-10 21:35:00,525.1666666666666
2010-05-10 21:40:00,524.3333333333334
2010-05-10 21:45:00,523.5
2010-05-10 21:50:00,522.6666666666666
2010-05-10 21:55:00,521.8333333333334
2010-05-10 22:00:00,521.0
2010-05-10 22:05:00,520.1666666666666
2010-05-10 22:10:00,519.3333333333334
2010-05-10 22:15:00,518.5
2010-05-10 22:20:00,517.6666666666666
2010-05-10 22:25:00,516.8333333333334
2010-05-10 22:30:00,516.0
2010-05-10 22:35:00,515.1666666666666
2010-05-10 22:40:00,514.3333333333334
2010-05-10 22:45:00,513.5
2010-05-10 22:50:00,512.6666666666666
2010-05-10 22:55:00,511.8333333333333
2010-05-10 23:00:00,511.0
2010-05-10 23:05:00,510.25
2010-05-10 23:10:00,509.5
2010-05-10 23:15:00,508.75
2010-05-10 23:20:00,508.0
2010-05-10 23:25:00,507.25
2010-05-10 23:30:00,506.5
2010-05-10 23:35:00,505.75
2010-05-10 23:40:00,505.0
2010-05-10 23:45:00,504.25
2010-05-10 23:50:00,503.5
2010-05-10 23:55:00,502.75
2010-05-11 00:00:00,502.0
2010-05-11 00:05:00,501.3333333333333
2010-05-11 00:10:00,500.6666666666667
2010-05-11 00:15:00,500.0
2010-05-11 00:20:00,499.3333333333333
2010-05-11 00:25:00,498.6666666666667
2010-05-11 00:30:00,498.0
2010-05-11 00:35:00,497.3333333333333
2010-05-11 00:40:00,496.6666666666667
2010-05-11 00:45:00,496.0
2010-05-11 00:50:00,495.3333333333333
2010-05-11 00:55:00,494.6666666666667
2010-05-11 01:00:00,494.0
2010-05-11 01:05:00,493.5
2010-05-11 01:10:00,493.0
2010-05-11 01:15:00,492.5
2010-05-11 01:20:00,492.0
2010-05-11 01:25:00,491.5
2010-05-11 01:30:00,491.0
2010-05-11 01:35:00,490.5
2010-05-11 01:40:00,490.0
2010-05-11 01:45:00,489.5
2010-05-11 01:50:00,489.0
2010-05-11 01:55:00,488.5
2010-05-11 02:00:00,488.0
2010-05-11 02:05:00,487.5
2010-05-11 02:10:00,487.0
2010-05-11 02:15:00,486.5
2010-05-11 02:20:00,486.0
2010-05-11 02:25:00,485.5
2010-05-11 02:30:00,485.0
2010-05-11 02:35:00,484.5
2010-05-11 02:40:00,484.0
2010-05-11 02:45:00,483.5
2010-05-11 02:50:00,483.0
2010-05-11 02:55:00,482.5
2010-05-11 03:00:00,482.0
2010-05-11 03:05:00,481.5833333333333
2010-05-11 03:10:00,481.1666666666667
2010-05-11 03:15:00,480.75
2010-05-11 03:20:00,480.3333333333333
2010-05-11 03:25:00,479.9166666666667
2010-05-11 03:30:00,479.5
2010-05-11 03:35:00,479.0833333333333
2010-05-11 03:40:00,478.6666666666667
2010-05-11 03:45:00,478.25
2010-05-11 03:50:00,477.8333333333333
2010-05-11 03:55:00,477.4166666666667
2010-05-11 04:00:00,477.0
2010-05-11 04:05:00,476.8333333333333
2010-05-11 04:10:00,476.6666666666667
2010-05-11 04:15:00,476.5
2010-05-11 04:20:00,476.3333333333333
2010-05-11 04:25:00,476.1666666666667
2010-05-11 04:30:00,476.0
2010-05-11 04:35:00,475.8333333333333
2010-05-11 04:40:00,475.6666666666667
2010-05-11 04:45:00,475.5
2010-05-11 04:50:00,475.3333333333333
2010-05-11 04:55:00,475.1666666666667
2010-05-11 05:00:00,475.0
2010-05-11 05:05:00,475.6666666666667
2010-05-11 05:10:00,476.3333333333333
2010-05-11 05:15:00,477.0
2010-05-11 05:20:00,477.6666666666667
2010-05-11 05:25:00,478.3333333333333
2010-05-11 05:30:00,479.0
2010-05-11 05:35:00,479.6666666666667
2010-05-11 05:40:00,480.3333333333333
2010-05-11 05:45:00,481.0
2010-05-11 05:50:00,481.6666666666667
2010-05-11 05:55:00,482.3333333333333
2010-05-11 06:00:00,483.0
2010-05-11 06:05:00,484.25
2010-05-11 06:10:00,485.5
2010-05-11 06:15:00,486.75
2010-05-11 06:20:00,488.0
2010-05-11 06:25:00,489.25
2010-05-11 06:30:00,490.5
2010-05-11 06:35:00,491.75
2010-05-11 06:40:00,493.0
2010-05-11 06:45:00,494.25
2010-05-11 06:50:00,495.5
2010-05-11 06:55:00,496.75
2010-05-11 07:00:00,498.0
2010-05-11 07:05:00,499.4166666666667
2010-05-11 07:10:00,500.8333333333333
2010-05-11 07:15:00,502.25
2010-05-11 07:20:00,503.6666666666667
2010-05-11 07:25:00,505.0833333333333
2010-05-11 07:30:00,506.5
2010-05-11 07:35:00,507.9166666666667
2010-05-11 07:40:00,509.3333333333333
2010-05-11 07:45:00,510.75
2010-05-11 07:50:00,512.1666666666666
2010-05-11 07:55:00,513.5833333333334
2010-05-11 08:00:00,515.0
2010-05-11 08:05:00,516.5
2010-05-11 08:10:00,518.0
2010-05-11 08:15:00,519.5
2010-05-11 08:20:00,521.0
2010-05-11 08:25:00,522.5
2010-05-11 08:30:00,524.0
2010-05-11 08:35:00,525.5
2010-05-11 08:40:00,527.0
2010-05-11 08:45:00,528.5
2010-05-11 08:50:00,530.0
2010-05-11 08:55:00,531.5
2010-05-11 09:00:00,533.0
2010-05-11 09:05:00,534.5833333333334
2010-05-11 09:10:00,536.1666666666666
2010-05-11 09:15:00,537.75
2010-05-11 09:20:00,539.3333333333334
2010-05-11 09:25:00,540.9166666666666
2010-05-11 09:30:00,542.5
2010-05-11 09:35:00,544.0833333333334
2010-05-11 09:40:00,545.6666666666666
2010-05-11 09:45:00,547.25
2010-05-11 09:50:00,548.8333333333334
2010-05-11 09:55:00,550.4166666666666
2010-05-11 10:00:00,552.0
2010-05-11 10:05:00,553.4166666666666
2010-05-11 10:10:00,554.8333333333334
2010-05-11 10:15:00,556.25
2010-05-11 10:20:00,557.6666666666666
2010-05-11 10:25:00,559.0833333333334
2010-05-11 10:30:00,560.5
2010-05-11 10:35:00,561.9166666666666
2010-05-11 10:40:00,563.3333333333334
2010-05-11 10:45:00,564.75
2010-05-11 10:50:00,566.1666666666666
2010-05-11 10:55:00,567.5833333333334
2010-05-11 11:00:00,569.0
2010-05-11 11:05:00,570.25
2010-05-11 11:10:00,571.5
2010-05-11 11:15:00,572.75
2010-05-11 11:20:00,574.0
2010-05-11 11:25:00,575.25
2010-05-11 11:30:00,576.5
2010-05-11 11:35:00,577.75
2010-05-11 11:40:00,579.0
2010-05-11 11:45:00,580.25
2010-05-11 11:50:00,581.5
2010-05-11 11:55:00,582.75
2010-05-11 12:00:00,584.0
2010-05-11 12:05:00,585.0833333333334
2010-05-11 12:10:00,586.1666666666666
2010-05-11 12:15:00,587.25
2010-05-11 12:20:00,588.3333333333334
2010-05-11 12:25:00,589.4166666666666
2010-05-11 12:30:00,590.5
2010-05-11 12:35:00,591.5833333333334
2010-05-11 12:40:00,592.6666666666666
2010-05-11 12:45:00,593.75
2010-05-11 12:50:00,594.8333333333334
2010-05-11 12:55:00,595.9166666666666
2010-05-11 13:00:00,597.0
2010-05-11 13:05:00,597.6666666666666
2010-05-11 13:10:00,598.3333333333334
2010-05-11 13:15:00,599.0
2010-05-11 13:20:00,599.6666666666666
2010-05-11 13:25:00,600.3333333333334
2010-05-11 13:30:00,601.0
2010-05-11 13:35:00,601.6666666666666
2010-05-11 13:40:00,602.3333333333334
2010-05-11 13:45:00,603.0
2010-05-11 13:50:00,603.6666666666666
2010-05-11 13:55:00,604.3333333333334
2010-05-11 14:00:00,605.0
2010-05-11 14:05:00,605.4166666666666
2010-05-11 14:10:00,605.8333333333334
2010-05-11 14:15:00,606.25
2010-05-11 14:20:00,606.6666666666666
2010-05-11 14:25:00,607.0833333333334
2010-05-11 14:30:00,607.5
2010-05-11 14:35:00,607.9166666666666
2010-05-11 14:40:00,608.3333333333334
2010-05-11 14:45:00,608.75
2010-05-11 14:50:00,609.1666666666666
2010-05-11 14:55:00,609.5833333333334
2010-05-11 15:00:00,610.0
2010-05-11 15:05:00,610.0833333333334
2010-05-11 15:10:00,610.1666666666666
2010-05-11 15:15:00,610.25
2010-05-11 15:20:00,610.3333333333334
2010-05-11 15:25:00,610.4166666666666
2010-05-11 15:30:00,610.5
2010-05-11 15:35:00,610.5833333333334
2010-05-11 15:40:00,610.6666666666666
2010-05-11 15:45:00,610.75
2010-05-11 15:50:00,610.8333333333334
2010-05-11 15:55:00,610.9166666666666
2010-05-11 16:00:00,611.0
2010-05-11 16:05:00,610.5
2010-05-11 16:10:00,610.0
2010-05-11 16:15:00,609.5
2010-05-11 16:20:00,609.0
2010-05-11 16:25:00,608.5
2010-05-11 16:30:00,608.0
2010-05-11 16:35:00,607.5
2010-05-11 16:40:00,607.0
2010-05-11 16:45:00,606.5
2010-05-11 16:50:00,606.0
2010-05-11 16:55:00,605.5
2010-05-11 17:00:00,605.0
2010-05-11 17:05:00,603.8333333333334
2010-05-11 17:10:00,602.6666666666666
2010-05-11 17:15:00,601.5
2010-05-11 17:20:00,600.3333333333334
2010-05-11 17:25:00,599.1666666666666
2010-05-11 17:30:00,598.0
2010-05-11 17:35:00,596.8333333333334
2010-05-11 17:40:00,595.6666666666666
2010-05-11 17:45:00,594.5
2010-05-11 17:50:00,593.3333333333334
2010-05-11 17:55:00,592.1666666666666
2010-05-11 18:00:00,591.0
2010-05-11 18:05:00,589.25
2010-05-11 18:10:00,587.5
2010-05-11 18:15:00,585.75
2010-05-11 18:20:00,584.0
2010-05-11 18:25:00,582.25
2010-05-11 18:30:00,580.5
2010-05-11 18:35:00,578.75
2010-05-11 18:40:00,577.0
2010-05-11 18:45:00,575.25
2010-05-11 18:50:00,573.5
2010-05-11 18:55:00,571.75
2010-05-11 19:00:00,570.0
2010-05-11 19:05:00,568.0833333333334
2010-05-11 19:10:00,566.1666666666666
2010-05-11 19:15:00,564.25
2010-05-11 19:20:00,562.3333333333334
2010-05-11 19:25:00,560.4166666666666
2010-05-11 19:30:00,558.5
2010-05-11 19:35:00,556.5833333333334
2010-05-11 19:40:00,554.6666666666666
2010-05-11 19:45:00,552.75
2010-05-11 19:50:00,550.8333333333334
2010-05-11 19:55:00,548.9166666666666
2010-05-11 20:00:00,547.0
2010-05-11 20:05:00,545.8333333333334
2010-05-11 20:10:00,544.6666666666666
2010-05-11 20:15:00,543.5
2010-05-11 20:20:00,542.3333333333334
2010-05-11 20:25:00,541.1666666666666
2010-05-11 20:30:00,540.0
2010-05-11 20:35:00,538.8333333333334
2010-05-11 20:40:00,537.6666666666666
2010-05-11 20:45:00,536.5
2010-05-11 20:50:00,535.3333333333334
2010-05-11 20:55:00,534.1666666666666
2010-05-11 21:00:00,533.0
2010-05-11 21:05:00,532.1666666666666
2010-05-11 21:10:00,531.3333333333334
2010-05-11 21:15:00,530.5
2010-05-11 21:20:00,529.6666666666666
2010-05-11 21:25:00,528.8333333333334
2010-05-11 21:30:00,528.0
2010-05-11 21:35:00,527.1666666666666
2010-05-11 21:40:00,526.3333333333334
2010-05-11 21:45:00,525.5
2010-05-11 21:50:00,524.6666666666666
2010-05-11 21:55:00,523.8333333333334
2010-05-11 22:00:00,523.0
2010-05-11 22:05:00,522.1666666666666
2010-05-11 22:10:00,521.3333333333334
2010-05-11 22:15:00,520.5
2010-05-11 22:20:00,519.6666666666666
2010-05-11 22:25:00,518.8333333333334
2010-05-11 22:30:00,518.0
2010-05-11 22:35:00,517.1666666666666
2010-05-11 22:40:00,516.3333333333334
2010-05-11 22:45:00,515.5
2010-05-11 22:50:00,514.6666666666666
2010-05-11 22:55:00,513.8333333333334
2010-05-11 23:00:00,513.0
2010-05-11 23:05:00,512.3333333333334
2010-05-11 23:10:00,511.6666666666667
2010-05-11 23:15:00,511.0
2010-05-11 23:20:00,510.3333333333333
2010-05-11 23:25:00,509.6666666666667
2010-05-11 23:30:00,509.0
2010-05-11 23:35:00,508.3333333333333
2010-05-11 23:40:00,507.6666666666667
2010-05-11 23:45:00,507.0
2010-05-11 23:50:00,506.3333333333333
2010-05-11 23:55:00,505.6666666666667
2010-05-12 00:00:00,505.0
2010-05-12 00:05:00,504.3333333333333
2010-05-12 00:10:00,503.6666666666667
2010-05-12 00:15:00,503.0
2010-05-12 00:20:00,502.3333333333333
2010-05-12 00:25:00,501.6666666666667
2010-05-12 00:30:00,501.0
2010-05-12 00:35:00,500.3333333333333
2010-05-12 00:40:00,499.6666666666667
2010-05-12 00:45:00,499.0
2010-05-12 00:50:00,498.3333333333333
2010-05-12 00:55:00,497.6666666666667
2010-05-12 01:00:00,497.0
2010-05-12 01:05:00,496.4166666666667
2010-05-12 01:10:00,495.8333333333333
2010-05-12 01:15:00,495.25
2010-05-12 01:20:00,494.6666666666667
2010-05-12 01:25:00,494.0833333333333
2010-05-12 01:30:00,493.5
2010-05-12 01:35:00,492.9166666666667
2010-05-12 01:40:00,492.3333333333333
2010-05-12 01:45:00,491.75
2010-05-12 01:50:00,491.1666666666667
2010-05-12 01:55:00,490.5833333333333
2010-05-12 02:00:00,490.0
2010-05-12 02:05:00,489.5
2010-05-12 02:10:00,489.0
2010-05-12 02:15:00,488.5
2010-05-12 02:20:00,488.0
2010-05-12 02:25:00,487.5
2010-05-12 02:30:00,487.0
2010-05-12 02:35:00,486.5
2010-05-12 02:40:00,486.0
2010-05-12 02:45:00,485.5
2010-05-12 02:50:00,485.0
2010-05-12 02:55:00,484.5
2010-05-12 03:00:00,484.0
2010-05-12 03:05:00,483.5833333333333
2010-05-12 03:10:00,483.1666666666667
2010-05-12 03:15:00,482.75
2010-05-12 03:20:00,482.3333333333333
2010-05-12 03:25:00,481.9166666666667
